season,player_id,player,position,adp_half_ppr,adp_pos_rank,p_clear_5_games,conditional_games,conditional_half_ppr_per_game,lightgbm_hurdle_raw,extra_trees_hurdle_raw,direct_half_ppr_raw,ridge_hurdle_raw,calibrated_affine_half_ppr,calibration_train_rows,calibration_slope,projected_half_ppr,projected_pos_rank,v6_direct_half_ppr_raw,sleeper_half_ppr_raw
2026,MEN516487,Fernando Mendoza,QB,188.1,24.0,0.6662481855924691,10.03793344455941,11.218381090830755,75.02578360988886,95.46162479334683,109.93022464246994,57.073490166644056,150.05505730882265,144,0.7348254645154522,150.05505730882265,24,75.85363285662659,212.16
2026,00-0039139,Jahmyr Gibbs,RB,3.4,2.0,0.947559795961232,15.018592587250472,17.177851660103922,244.45825652789546,230.13839605535804,254.46643681234505,265.3690946661268,276.1815157642009,360,1.0705695388587408,276.1815157642009,1,246.65524908312673,277.9
2026,00-0038542,Bijan Robinson,RB,1.3,1.0,0.93734898574647,14.406284993611312,16.90647354667721,228.30022793850256,224.0797691014148,254.43395727180322,272.4558320472956,276.1467441574607,360,1.0705695388587408,276.1467441574607,2,241.61194302907097,292.9
2026,00-0036223,Jonathan Taylor,RB,6.8,3.0,0.9235408911576773,13.976900860221747,15.863789747295645,204.77359705614313,216.7753565056257,233.23370392590215,257.0858621418398,253.45039870925095,360,1.0705695388587408,253.45039870925095,3,226.21160523453622,254.3
2026,00-0039040,De'Von Achane,RB,14.0,6.0,0.9205565186300422,14.539519296569727,17.55982802170444,235.02862727978007,202.88256693070434,227.16813195826552,248.7613336225777,246.9567821249437,360,1.0705695388587408,246.9567821249437,4,228.8908426110207,222.0
2026,00-0040122,Ashton Jeanty,RB,14.5,8.0,0.9725881885479576,14.49870556835423,15.732988939107424,221.85512155502371,214.29059324231062,221.11109728580087,213.7986743458691,240.47230530879182,360,1.0705695388587408,240.47230530879182,5,216.64812971440116,234.5
2026,00-0037248,James Cook,RB,8.9,5.0,0.8261069460249697,14.007006907173581,16.354029332589572,189.2371457378061,213.8104376012182,214.79952696427938,210.85052451809312,233.71533038020604,360,1.0705695388587408,233.71533038020604,6,204.63270261903915,245.3
2026,00-0034844,Saquon Barkley,RB,14.2,7.0,0.9506846691399575,15.766385844366543,14.116356124891666,211.58810415835165,185.56993110708245,196.86943832813668,164.3197180471126,214.5199236573144,360,1.0705695388587408,214.5199236573144,7,187.15925110418223,226.0
2026,00-0040666,Omarion Hampton,RB,16.5,9.0,0.9446009174642803,13.702994766612779,13.91031216803305,180.05315313090196,182.95205453412075,195.8635728722163,202.5490838238426,213.4430747400158,360,1.0705695388587408,213.4430747400158,8,188.5180971629551,217.9
2026,00-0037840,Kyren Williams,RB,34.9,16.0,0.891082608314929,16.115221662846523,15.727044489274904,225.84026061760775,177.81660187027668,195.1757495481005,191.74613570451746,212.70671204110084,360,1.0705695388587408,212.70671204110084,9,198.46766606413397,185.3
2026,00-0035700,Josh Jacobs,RB,25.2,14.0,0.9729731606046198,16.08175662970538,14.651562276416977,229.25471761233635,210.07945750261356,194.78820483003975,153.718644205209,212.2918184709994,360,1.0705695388587408,212.2918184709994,10,197.68427310671964,186.1
2026,00-0033280,Christian McCaffrey,RB,6.9,4.0,0.8497956670522975,14.697384949672848,13.58792883229631,169.71016088524493,165.02833225600799,189.41415503414703,166.9181269953352,206.53852445920663,360,1.0705695388587408,206.53852445920663,11,167.2188733788627,256.0
2026,00-0032764,Derrick Henry,RB,25.1,13.0,0.8210814046769433,15.265692132662052,15.905421139944716,199.36452804655406,153.8140952104866,183.66599062932966,145.2853392602779,200.38471474305706,360,1.0705695388587408,200.38471474305706,12,166.15465417243954,236.2
2026,00-0038120,Breece Hall,RB,34.4,15.0,0.9374808978897765,14.59126580733587,13.574841674575113,185.6907068346036,172.48685320636463,179.7023608475981,165.03188334942416,196.14137343542194,360,1.0705695388587408,196.14137343542194,13,174.40314779679747,195.6
2026,00-0038134,Kenneth Walker,RB,19.1,11.0,0.9044514846565538,14.939218195410758,11.739758685787503,158.62524882858096,168.94659798779765,177.9723710580117,174.3176374156682,194.28929906415408,360,1.0705695388587408,194.28929906415408,14,167.2964947440156,210.0
2026,00-0040715,Cam Skattebo,RB,52.6,21.0,0.9652453232720284,15.766985204122852,12.997074402248193,197.80258879719875,168.95854948168247,172.39931958061902,154.13614004359485,188.32295991396578,360,1.0705695388587408,188.32295991396578,15,173.63242610749202,168.7
2026,00-0038597,Chase Brown,RB,17.9,10.0,0.8905932938408694,14.022757608902149,12.597532430654535,157.32521456222418,191.28045009037527,166.3441853849289,110.97107688711608,181.840517690358,360,1.0705695388587408,181.840517690358,16,153.19224717990517,205.8
2026,00-0036973,Travis Etienne,RB,38.1,17.0,0.9596554633080843,13.772092785676122,12.062264535409803,159.42048599140517,162.29134548261325,159.3716020489771,119.87457672188998,174.37588236373398,360,1.0705695388587408,174.37588236373398,17,147.19546939863613,195.9
2026,00-0040734,TreVeyon Henderson,RB,41.3,19.0,0.9498700220157955,15.772164904234737,10.609938416463233,158.95286267519958,155.2852177525188,158.9721843009639,159.6506567761372,173.94827788943147,360,1.0705695388587408,173.94827788943147,18,157.9629124012852,162.0
2026,00-0040784,Quinshon Judkins,RB,59.4,24.0,0.8932931711966364,13.415343749300865,11.01409962355494,131.99115212725306,161.30770005279527,151.4176825053317,144.5718778412784,165.86065838577397,360,1.0705695388587408,165.86065838577397,19,145.95691000710892,167.8
2026,00-0036275,D'Andre Swift,RB,58.6,23.0,0.9347030805793354,13.220013666729983,12.076642338015686,149.22850307945302,153.1135702596188,147.82621471840835,113.56278553456164,162.01574237330144,360,1.0705695388587408,162.01574237330144,20,138.6349529578778,175.4
2026,00-0036997,Javonte Williams,RB,40.6,18.0,0.9802776176941485,14.910974290007946,10.299822661507687,150.55141971342204,154.31960392307857,147.6410778934714,99.89328793738508,161.8175405280029,360,1.0705695388587408,161.8175405280029,21,134.9214371912952,185.8
2026,00-0036875,Rhamondre Stevenson,RB,73.7,28.0,0.9407752113134524,14.284892913639455,10.612216149026409,142.6162266609838,147.96805668524857,141.65076474727786,118.11877564287906,155.40449374546304,360,1.0705695388587408,155.40449374546304,22,136.2343529963705,157.9
2026,00-0036158,J.K. Dobbins,RB,77.0,29.0,0.9505677622481967,14.142052751997994,10.450276849305757,140.4828568072798,122.31459587666204,133.21563205395367,122.86507553187285,146.37409762775866,360,1.0705695388587408,146.37409762775866,23,128.55417607193823,147.2
2026,LOV121782,Jeremiyah Love,RB,20.5,12.0,0.8731166215792138,12.68522691785542,10.73824422814194,118.93338336140368,122.91390903816612,132.06696574863045,73.92057059495197,145.1443704709662,360,1.0705695388587408,145.1443704709662,24,105.25595433150727,212.5
2026,00-0039361,Bucky Irving,RB,44.4,20.0,0.9604057710048202,13.592662321415899,8.49025035532162,110.83572990586669,129.1425748717324,131.59349570652006,107.09567804848112,144.63748786632067,360,1.0705695388587408,144.63748786632067,25,115.69132760869338,179.3
2026,00-0035685,David Montgomery,RB,64.8,26.0,0.9500784552345718,14.981874532432894,8.455783388646223,120.35925049461655,129.93512259483575,128.97109716602978,85.19001557466689,141.83002787012416,360,1.0705695388587408,141.83002787012416,26,111.82812955470638,180.4
2026,00-0040730,RJ Harvey,RB,99.0,35.0,0.9700248858672021,14.7701175445953,8.28460588018762,118.6967097304381,132.60321644847036,128.0858135566401,135.44332804765187,140.8822702046606,360,1.0705695388587408,140.8822702046606,27,128.9144180755201,125.6
2026,00-0036555,Chuba Hubbard,RB,85.5,33.0,0.9621137716050142,12.549045982156375,9.326921959263153,112.60961786291678,134.7183724581286,124.9536629275459,93.38666138913824,137.52908515003514,360,1.0705695388587408,137.52908515003514,28,113.5715505700612,159.1
2026,00-0037228,Jaylen Warren,RB,66.6,27.0,0.935243656835135,14.143607688777628,10.355644936136564,136.98156516954026,126.70155845229387,121.48229320420626,69.64604919499088,133.81274246611122,360,1.0705695388587408,133.81274246611122,29,111.109724272275,152.6
